"cpi","deg","keymap"
57.5696517250004,-18.6900445216723,1
25.5095843802264,0.84098779026099,1
28.9793609735005,-47.9576197936115,1
25.2476316459566,-43.0908824503176,1
49.010884515055,37.2670993086948,1
23.0960645981022,-29.5404584941989,1
10.9918287635409,41.85608565889,1
12.5649133639205,19.7616356658396,1
45.8384476066568,-1.44588681386252,1
38.9870184973506,-31.7530806456386,1
34.9149952150198,-26.1973591724342,1
43.0040031471799,-11.0158487839563,1
26.7224478657795,-48.645108443929,1
33.4930457240615,-8.0816826644927,1
53.5028487962746,-36.3644548735269,1
36.3811483426726,0.389812945103989,1
55.0632605128902,-7.05091597604207,1
38.5767260219473,28.0738044952078,1
34.559521328377,-18.7255941290499,1
35.4953696578242,-20.7356275775598,1
27.7052651446033,-21.583102294018,1
30.2993746056617,-0.501480085952666,1
21.6623042650776,-13.9963922501188,1
30.5926392647622,11.1488470443182,1
50.4065149560286,2.31385697761616,1
19.9737066579368,0.226381145173214,1
49.010108637756,-5.9324363880262,1
18.7427543165027,-24.2135804572145,1
22.5277847024416,-6.99043045869628,1
18.5668452313067,-31.1038021695357,1
36.3791067886523,-34.9205275697444,1
36.3184999396779,-29.6669146417842,1
25.530388121395,21.4599828702721,1
45.2494346202483,-49.8848625838513,1
2.81079425519368,-27.5098695216827,1
38.759307537011,15.3268339292918,1
40.4630989472914,-5.88350292537196,1
37.1325789769691,48.8747310095904,1
42.2725085819419,-19.3335353763858,1
30.1457506086404,-10.9970257108235,1
35.4274916094118,-51.751189535086,1
42.0402966221664,0.644517727104073,1
22.6753145483883,28.1993795611344,1
33.9496239112786,-27.5987682626762,1
29.1295697501671,28.1458785561571,1
-4.19326132788081,-10.8742616266985,1
10.7570797526759,-69.1520986873608,1
52.4537436623244,27.829883269807,1
32.535193852572,22.8903541666826,1
21.0952987435135,6.95235219315928,1
25.6905013295584,24.9779007058698,1
11.6372134589433,-7.27304572190282,1
52.7606484830997,-25.88332115606,1
22.5402087545433,15.8029816160742,1
24.4987497277616,5.03410406022163,1
34.8763756564494,17.159354316432,1
40.1119330320012,-4.95355155417872,1
42.4896780107709,13.8758631529932,1
49.7482340931585,47.0505994451588,1
53.0099579651888,1.90258744680341,1
24.6474287872302,-26.8481442545785,1
25.4220622773823,73.987590864577,1
46.9503236304898,-3.83277388111883,1
42.0466690939671,-61.6709720219126,1
14.8753349806956,17.0355531107872,1
41.7953945117874,53.5536407241949,1
45.9073858847666,-25.012611335975,1
21.7216368559446,-34.0027257451658,1
49.3502105916308,-19.2226991964872,1
37.2219280208874,23.8562751807405,1
33.0703251075789,14.3401722191299,1
29.8243934222652,-3.90331570187572,1
