"cpi","deg"
-65.0363883218308,82.3118809822496
-37.6574648774271,41.0650814683264
-48.5221254519001,39.025672352
-78.3968505862309,49.7994534736642
-50.7854928725199,36.9756474054897
-34.6089932446744,88.7253579337377
-85.1436308220673,51.6078340401737
-88.0974851917808,48.0417057023316
-56.2925924696631,65.5443378147041
-34.0674381177664,38.9182717693604
-64.7552288338123,40.2019647135799
-43.2744687580603,37.524483671261
-27.1681351699521,49.4777158025502
-57.8497908837741,53.7151018892029
-58.4120960089164,31.8755036141222
-39.3841280704485,77.174422564334
-47.4423585497331,33.5920750463575
-30.6546904828078,42.5112504507788
-30.7670270120345,62.9040672928461
-75.6373467717099,21.4519277806112
-59.2105822906867,32.4530089099107
-52.4011324756103,53.3711656681721
-63.8274436098473,28.953381792923
-44.1916119914087,37.6823229284563
-19.2526241800789,42.3099905374236
-30.1338248875584,49.5742388680463
-73.9509132733207,33.1724892623806
-54.6063602175659,34.0496552493358
-40.2905789479005,51.5216589217371
-57.5370100160277,21.9014322159259
-68.9747196199752,47.2815970926449
-58.6304012082429,42.2434667684791
-54.7676627607359,54.1206103472629
-65.2296477434863,37.2362859620983
-59.7783060291745,46.779291841004
-49.2890902147673,76.4422526564066
-52.5998401091747,46.0895998265776
-32.1959221948504,52.7174077908945
-39.894410380737,75.5217664589195
-47.2531903834977,45.5550284308811
-18.4660674535209,69.9826394035576
-45.6531499307085,60.1508486538332
-38.3827385540651,39.5354014947758
-45.1156705632827,56.5221221216479
-66.2224246636918,32.434320207957
-62.2426983788276,57.7234295405528
-30.645306837035,27.8931967702332
-31.2642790249342,70.6114162850727
-42.8063741375368,45.3770924404332
-54.4352830153273,43.0025105432106
-53.3510389451876,-62.0982981388479
-49.9702255632954,-29.2885739057262
-72.6062682304754,-34.4239809203911
-71.8807164304096,-56.5515593454543
-66.3075184380139,-33.3178845105711
-50.4193058305074,-23.3127019446237
-36.6359803130228,-55.435027298097
-27.9797693201438,-60.7531793395018
-31.6511432343829,-72.7146552551132
-38.0396292961116,-63.7894785792206
-34.0312640600103,-24.1597417763529
-81.5494973796928,-73.3417029153113
-46.9324511305401,-26.6489706758595
-73.3427224619658,-70.5914515641557
-43.1572171282134,-49.3960273218867
-41.3932626690136,-49.1168924471541
-21.3295993497819,-70.529298075128
-39.7467437208415,-87.1945385883205
-55.7354501451091,-31.1589069060149
-45.3924284995365,-63.7262730858998
-78.7224805152417,-76.9470812442731
-55.7779472359924,-80.1229993645597
-35.9283772660782,-58.6685424030923
-63.6764612924517,-29.459643070845
-52.0411756438864,-54.3838450121915
-52.5258264999922,-58.9417445274083
-24.9337414211829,-47.6993060130166
-50.5230301693515,-51.9111495910172
-47.6183270418248,-74.950291463558
-54.1816769097572,-15.1853158007544
-78.4692497464398,-43.1821236126144
-52.1650797054153,-40.8431904515571
-63.6987941039739,-55.2267840575613
-41.1827713307496,-68.7393736129382
-38.4672373314548,-46.2942311436414
-8.05316898299712,-56.0194372502919
-34.6408259453437,-50.1645302356922
-57.9579352606209,-39.6828323271936
-61.8152185307336,-37.8656274857602
-51.0346002386572,-63.2323946339165
-43.1149348010452,-78.920033250887
-52.243870488049,-35.3944427662021
-73.6076750026092,-33.4912079793216
-38.5683368923861,-38.7159973515344
-64.1387637830866,-64.6304751523762
-46.5742719093098,-43.2507639808615
-52.0005060637082,-36.5581061481564
-60.0070655221055,-12.7983146403872
-38.8822681853422,-68.905309747494
-36.4427513397535,-35.9312101635732
52.9191908557486,-46.936865730932
43.6071647806495,-72.68975707922
48.969500915501,-26.3450809027049
49.0290880109167,-37.7872717626417
10.7724061928371,-70.6113752338299
56.2328570025418,-41.3898792034523
30.324413093475,-42.2439594101954
36.3959517831151,-69.773761678935
64.0153216593383,-44.3576568296442
34.5702074803448,-32.924125968834
77.5457416513336,-30.1744554466583
54.33443845104,-60.3185282337646
52.7643062667983,-69.6792157488435
64.3905489078739,-56.0159384918775
33.5632084238348,-50.5237095401282
57.3371805798868,-87.5000444449728
33.5905914781457,-51.2039216311638
67.2604966816106,-49.5442961668645
70.1179996828352,-52.4568370054186
52.0310171830081,-60.6609741449218
49.2686618725289,-61.7732104620355
52.9459680500859,-55.3539504675723
40.6404933959545,-80.9733863490256
53.3198969244442,-83.3777503284543
33.2938827179265,-55.8050441560065
61.4595269885193,-43.5322460081063
45.9901987374477,-51.5424158869413
25.3487915131383,-68.4447000772886
67.2392123796793,-49.3597740621616
69.7329254399393,-67.224808479072
31.4356992277353,-62.2606595200923
61.9470523212698,-57.4499431373936
35.0789383384885,-55.0019777969301
48.3434817241818,-57.5780422814132
33.0260563826655,-47.891506121119
27.7812141410285,-46.5897836626668
9.71493551204374,-67.3679400722541
58.3187160539658,-60.130730153877
23.0909931534975,-60.3117652623962
45.1947676896457,-25.0293548159515
53.6092688229018,-58.9450954769179
21.8619007726415,-41.9043288598144
38.5444009640193,-44.7835822972557
33.3845958854886,-64.211801076393
45.1958501738401,-56.1246671256351
38.5243332696622,-68.2959443283235
78.0258606904468,-75.1593370598277
54.6574624998125,-71.9056083924654
38.2422350584893,-31.7281325865769
63.8604652951887,-37.8074137623967
