"cpi","deg","keymap"
8.1598425738207,49.8366701708793,2
9.57912952595358,140.588831778119,2
8.32788865523994,70.5505035069931,2
9.2706615079776,18.4961251802787,2
8.59846826190839,89.3319977997084,2
9.14938746361259,122.198276651775,2
8.08079938581469,51.4886497976225,2
9.65058819257521,43.3975468293508,2
8.02570234227617,56.6995707231615,2
9.30822423139571,95.4706476626664,2
9.2060761878906,86.9061549972169,2
8.76994923431816,70.4870158683118,2
8.54521080076789,52.2818836971193,2
9.00139344258575,80.4966805994579,2
10.2421766826294,105.860444688774,2
8.55231015963259,78.4561509269048,2
8.61355320724958,54.3972014070031,2
9.56559395898557,86.8911717294618,2
8.11699759348306,43.6170896962344,2
8.20974441482458,85.4287444907929,2
8.38884661624267,72.1565084379268,2
7.89365033276572,82.9791818304567,2
8.64010720241008,56.7620007545739,2
10.3880144610235,48.1696868458961,2
8.97537944204388,138.366519861369,2
9.25787615624411,56.8318669097998,2
9.19074611682466,37.0621972017356,2
8.7309769533185,88.413853920189,2
8.94496632631007,49.7136811285286,2
8.85809908248417,31.1375838533588,2
