"cpi","deg"
-15.665331785755,-49.0169133826693
-60.0344740022353,-22.9327109347943
-19.0716046479801,-25.2268084089025
-60.1529219540502,65.3168592140846
-53.9253819229643,64.8032507939024
-34.9566770741455,24.8621259260444
-34.3173176562612,5.71964227134349
-26.8327385927844,-21.4838027340324
-13.1110077056147,46.2888924976566
-10.1966307792134,14.0626862864304
-48.2868354302422,-50.0790098209213
-34.7747974660504,3.8210735566398
-33.0452179094575,-23.0721842504165
-38.5342056775457,-16.3429784361535
-29.4539297770379,35.8984916923088
-26.5740936222806,-10.078035532571
-13.9231131531531,2.93381387016886
-17.6345939567134,19.844032131276
-31.7390807017866,-9.08337947148281
-24.060515447234,8.75712303278328
-29.6020189469409,11.3457366971631
-9.94347733043092,-29.1562109400872
-41.5121375771521,-31.5895917355073
-37.9995964052505,-8.77388947834625
-37.7611968465561,4.86202681558992
-25.8472169127696,-34.9910436740182
-46.7443036344364,-4.0866223223572
-59.2062150038902,40.8800424061225
-40.1289546693329,4.91712574876851
-37.2509828526598,4.39529176371919
-36.84329219242,-29.2769376514914
-57.6904152657833,-20.1587205545657
-17.4736735631291,-75.4051293461298
-35.2888739483765,6.54807923576199
-59.9966316871637,2.78232618812925
-50.9903032360968,21.1598914674352
-60.0229772635285,-59.0394382797799
-31.5993297481787,-48.1654748157573
-33.9029576718069,70.1326647553783
-18.1683881252963,-70.1565552820579
-40.4598515821129,-48.6593581605728
-33.0021213627552,20.0182950140425
-33.4530797490725,13.0012175274971
-8.87589045842774,-18.4659075670997
-9.70315341746549,29.8069431586774
-34.9783346555542,-16.9014236834289
-53.157945300472,-45.7713169296313
-47.9514152307815,-21.4930167226493
-67.9922481672833,-2.48693739170895
-65.2106140776087,-4.94823480464205
-48.3662997883181,5.59833761413242
-16.0037240179422,-6.99944158864146
-40.8295621409119,28.5085592416411
-48.1914290731783,-1.55945169291668
-21.9136708251787,-13.8494312117966
-43.6575551940093,14.9165253394529
-24.2983578534176,22.6050429110371
-38.6824977866646,6.36541513470071
-33.6521082189084,-13.0659806700004
-12.7430964546742,10.8549524271192
-47.4366151435453,-27.7889870912377
-46.5724886702639,37.5714928880872
-33.9323623896601,47.189388838488
-31.1785277044974,23.8824544410222
-41.6564934357255,-44.2886894529275
-40.610271122411,-8.98018341249838
-54.3676067641898,0.335411991723337
-40.4430615512298,17.1445795840208
-20.0733107262184,-14.7455784735767
-41.8970575778012,-55.5505615874225
-7.77379469653463,17.1986885796884
-26.9158291329701,43.0893123512558
-77.791893119541,-29.4199345859673
-15.7982632377672,-68.8497504092387
-45.9315673090189,40.5885862742849
-64.0020694977583,-11.2579714518816
-40.6983260095408,30.8092026309271
-69.9952985837722,-47.485751919034
-24.1240834438418,-11.7316790502025
-32.6156107364497,-6.99974531276015
-34.3010868582369,-28.7971385846278
-29.434835788772,-6.3061755685933
-31.805247377648,38.6501399486156
-33.9327499836901,17.8781361033652
-40.3084514428263,5.57317623830705
-36.6520465926505,27.0659899429812
-29.171592689531,47.3119894242425
-48.2053656594264,36.4565493356999
-23.8786154272644,-1.53007749585823
-41.5312447385985,33.7662868494431
-24.7903289792479,48.8103194860474
-49.5634498463929,20.8963297752581
-28.4026701714214,-10.7969146065956
-38.6912105953871,63.613845211884
-34.2446486298629,13.9522922680972
-31.1500187743136,15.8600466990833
-30.4288487988931,5.88359221646685
-42.5548531528723,-51.9148379546074
-55.4924724015222,-3.18368871584764
-59.3199238475922,-10.3620670434425
-26.2308710479238,42.4704468568906
-30.3139633054709,-32.8832655621407
-52.3201400345374,37.4061481172894
0.553158071968227,-88.6103972943156
-17.4385882520283,32.9067602757273
-37.5210008590572,6.89041768780486
-22.1707989799865,19.9045204116564
-74.3818172342907,-30.3036806434207
-61.2861800180219,-52.3473554336741
-19.7210046177853,65.4135032705319
-19.6903519723627,-38.8322744299124
-43.3540100094386,24.1484417765852
-26.4930031949225,50.1172533048551
-41.2791629401856,37.8032677752337
-27.9089229893055,2.34351650420373
-31.701211847014,-22.4134123935902
-46.3334351475772,-15.7465577860007
-58.2530901102003,-30.0741687541014
-34.3141165229313,9.85545260386293
-22.0844249919324,19.2055084167462
-31.7869878632837,-49.2925389251986
-25.516040132069,23.6772304676057
-23.172337474019,7.70511126347177
-15.7535533198782,22.1819068314557
-51.2427837965795,19.8935348537514
-30.9127412727702,-39.1150739387419
-58.241856899423,-10.1564728625028
-25.6587073851935,-30.118712581703
-13.3556740637318,-2.345687243142
-12.4671745371942,10.6384834605477
-27.5524767017272,-6.20859508552824
-20.2080416875451,20.1992614386452
-13.2520824253259,30.1493109929775
-41.588130661342,-45.4309169801531
-40.9821241090341,21.65854364324
-31.1304855294207,13.946534203221
-39.1859201174643,-47.5410122862084
-43.9759427638388,-15.2308042790008
-34.0833042991132,-12.9912312992791
-49.6993901678459,12.3619295754662
-57.0601358130811,-22.5343505231732
-62.0312762445029,36.063768279286
-35.4291076529764,21.0114052523961
-54.0346619907452,1.65728262813317
-45.9032631401928,40.2473154880558
-32.3822799168034,32.8642049434779
-52.9916386097315,6.9633507629606
-24.1215683599113,41.2302062395075
-41.5124579492516,-28.7300226951014
-26.2959783709632,-1.59677161949602
