"cpi","deg","keymap","stimNum","stimID"
-34.1239259135635,22.7242072717054,1,1,"stim_II/II_A_1.png"
-70.9375442911926,14.8848421951243,1,2,"stim_II/II_A_2.png"
-58.1580741036101,-3.9065910409847,1,3,"stim_II/II_A_3.png"
-20.7443650364232,38.0474205907892,1,4,"stim_II/II_A_4.png"
-78.5958691587837,-2.13286433271152,1,5,"stim_II/II_A_5.png"
-31.5861196526968,7.60997167699748,1,6,"stim_II/II_A_6.png"
23.7822344040269,69.5345469176152,1,7,"stim_II/II_A_7.png"
-31.7759905991136,59.291106564708,1,8,"stim_II/II_A_8.png"
-21.037330937784,26.3996783775659,1,9,"stim_II/II_A_9.png"
-24.1596256234438,21.0442446836876,1,10,"stim_II/II_A_10.png"
-78.5777697666209,-15.2094684514019,1,11,"stim_II/II_A_11.png"
-71.4980476718148,0.196370408057412,1,12,"stim_II/II_A_12.png"
-41.4943482176393,12.0075624383393,1,13,"stim_II/II_A_13.png"
-65.6974654885147,-12.6771205730694,1,14,"stim_II/II_A_14.png"
-24.5322445486056,28.9819941320449,1,15,"stim_II/II_A_15.png"
-0.0521383062073149,49.9693320222647,1,16,"stim_II/II_A_16.png"
-47.6305440891193,9.05796344623847,1,17,"stim_II/II_A_17.png"
2.40694170986768,49.3841119421443,1,18,"stim_II/II_A_18.png"
22.0674259733602,61.1235739725758,1,19,"stim_II/II_A_19.png"
-58.1202474117658,3.78032727633151,1,20,"stim_II/II_A_20.png"
-21.2220939909913,51.2188782468557,1,21,"stim_II/II_A_21.png"
-29.7664959092513,38.8493880495037,1,22,"stim_II/II_A_22.png"
-19.9955668821546,28.3507441204311,1,23,"stim_II/II_A_23.png"
20.9491549838032,106.470911522249,1,24,"stim_II/II_A_24.png"
-68.9964037274289,-16.3342515197369,1,25,"stim_II/II_A_25.png"
-62.9888466750023,3.60274683669128,1,26,"stim_II/II_A_26.png"
-1.49433998474758,50.0773706643293,1,27,"stim_II/II_A_27.png"
-45.7072812135947,49.3837988830338,1,28,"stim_II/II_A_28.png"
-61.7814242264377,-0.0766144089974148,1,29,"stim_II/II_A_29.png"
-49.3938541626572,0.892195161546752,1,30,"stim_II/II_A_30.png"
-61.9745374130007,-2.51963518526362,1,31,"stim_II/II_A_31.png"
-52.5276333617882,25.0734242239301,1,32,"stim_II/II_A_32.png"
-11.8522133721026,28.3327060645328,1,33,"stim_II/II_A_33.png"
-41.8576035654336,38.2048355188274,1,34,"stim_II/II_A_34.png"
-31.0276388543618,51.057524881813,1,35,"stim_II/II_A_35.png"
-5.05092242131167,66.6411409099084,1,36,"stim_II/II_A_36.png"
-75.3282783060514,-2.14372444912607,1,37,"stim_II/II_A_37.png"
-37.9885961726753,-2.12514728047935,1,38,"stim_II/II_A_38.png"
-66.3650167666672,8.01609598178468,1,39,"stim_II/II_A_39.png"
-46.3160949473712,-2.752525539736,1,40,"stim_II/II_A_40.png"
-48.2627636601948,61.957146256448,1,41,"stim_II/II_A_41.png"
-30.6547032189395,33.5898988662878,1,42,"stim_II/II_A_42.png"
-13.161428625441,59.9475809233541,1,43,"stim_II/II_A_43.png"
-53.8105769642858,27.12815836603,1,44,"stim_II/II_A_44.png"
-14.2921654180748,56.7509395219111,1,45,"stim_II/II_A_45.png"
-24.2832958863778,21.6852486905256,1,46,"stim_II/II_A_46.png"
-36.1941106583049,51.5011855350601,1,47,"stim_II/II_A_47.png"
-89.5351243639402,-36.6551917683303,1,48,"stim_II/II_A_48.png"
-3.88983528731202,22.8400649781241,1,49,"stim_II/II_A_49.png"
-35.2255749445672,-4.42006454546014,1,50,"stim_II/II_A_50.png"
-22.0998668193807,30.3262496363743,1,51,"stim_II/II_A_51.png"
6.42621835882987,18.6855381536401,1,52,"stim_II/II_A_52.png"
-63.0446018987184,-9.53079362570784,1,53,"stim_II/II_A_53.png"
-32.9420420155282,12.9590564665363,1,54,"stim_II/II_A_54.png"
10.1555502111829,100.067032187273,1,55,"stim_II/II_A_55.png"
-60.7650667321761,5.31710201474693,1,56,"stim_II/II_A_56.png"
-57.3774603948635,13.8461767338072,1,57,"stim_II/II_A_57.png"
-54.9541715782293,6.54736125017034,1,58,"stim_II/II_A_58.png"
10.956723800458,60.1671617747188,1,59,"stim_II/II_A_59.png"
-75.3835199633407,-27.003393965266,1,60,"stim_II/II_A_60.png"
-71.2633889732404,-5.96912933465531,1,61,"stim_II/II_A_61.png"
-17.4726604970035,19.9798836832306,1,62,"stim_II/II_A_62.png"
-39.9933984277106,37.2924044883056,1,63,"stim_II/II_A_63.png"
-76.399011776051,7.11114380130588,1,64,"stim_II/II_A_64.png"
-5.38863915867833,67.4966191763351,1,65,"stim_II/II_A_65.png"
-87.5436876439079,13.5090353337371,1,66,"stim_II/II_A_66.png"
-50.9458271115747,-10.849290150872,1,67,"stim_II/II_A_67.png"
0.16097945128115,76.0542177759735,1,68,"stim_II/II_A_68.png"
-31.217639181779,36.9092546828629,1,69,"stim_II/II_A_69.png"
-49.7884540527932,29.0882034934174,1,70,"stim_II/II_A_70.png"
5.33815555132874,90.6928531139566,1,71,"stim_II/II_A_71.png"
-62.8866816107156,2.86773585216633,1,72,"stim_II/II_A_72.png"
-24.8390560820503,20.9563585284444,1,73,"stim_II/II_A_73.png"
-44.1397565778628,8.89504514610377,1,74,"stim_II/II_A_74.png"
10.0069913597011,56.440475616698,1,75,"stim_II/II_A_75.png"
-43.4627704038726,24.3584058069495,1,76,"stim_II/II_A_76.png"
-26.1325373520567,27.4398503544728,1,77,"stim_II/II_A_77.png"
-67.6429781461952,7.36283754349456,1,78,"stim_II/II_A_78.png"
-28.1647325609743,35.2422383757392,1,79,"stim_II/II_A_79.png"
-54.5718540633438,-0.205588207843785,1,80,"stim_II/II_A_80.png"
27.4057774812619,55.6905361443967,1,81,"stim_II/II_A_81.png"
-43.8879288438085,10.9266378344038,1,82,"stim_II/II_A_82.png"
-67.924215640304,-11.4762348209761,1,83,"stim_II/II_A_83.png"
-59.6551996318951,-12.3938309456416,1,84,"stim_II/II_A_84.png"
-23.7287396450945,29.9712370541919,1,85,"stim_II/II_A_85.png"
-26.6259704153933,50.3585570688673,1,86,"stim_II/II_A_86.png"
-29.8093387212193,43.4420663656943,1,87,"stim_II/II_A_87.png"
-55.2426568132333,22.8826692667515,1,88,"stim_II/II_A_88.png"
-50.1478674515783,13.453246041704,1,89,"stim_II/II_A_89.png"
-56.2447955753378,21.8892662821912,1,90,"stim_II/II_A_90.png"
-12.3769198849511,72.9459236607204,1,91,"stim_II/II_A_91.png"
-6.07921927918989,96.503774720282,1,92,"stim_II/II_A_92.png"
-23.9134002549921,21.4478735776866,1,93,"stim_II/II_A_93.png"
-43.7295729961061,24.3723536549597,1,94,"stim_II/II_A_94.png"
-71.6272672632246,3.13381145309819,1,95,"stim_II/II_A_95.png"
22.2455271381361,66.6295922848733,1,96,"stim_II/II_A_96.png"
4.03578164300021,48.203768909293,1,97,"stim_II/II_A_97.png"
-43.9166674686681,27.8172955135012,1,98,"stim_II/II_A_98.png"
-32.2268204835075,36.8731028014982,1,99,"stim_II/II_A_99.png"
-67.6839920174103,-16.6854167425783,1,100,"stim_II/II_A_100.png"
-51.2155641180177,0.943399857860967,1,101,"stim_II/II_A_101.png"
-60.1652662305785,-34.0630926024116,1,102,"stim_II/II_A_102.png"
-48.3665733407739,29.4897867327332,1,103,"stim_II/II_A_103.png"
-28.2705928557156,1.48309963572567,1,104,"stim_II/II_A_104.png"
-7.34974372214266,48.8581904324689,1,105,"stim_II/II_A_105.png"
-59.2113001060787,21.815274315395,1,106,"stim_II/II_A_106.png"
-56.4833980452578,14.7079524828409,1,107,"stim_II/II_A_107.png"
-30.1143837181745,32.2738463726164,1,108,"stim_II/II_A_108.png"
-67.6161343688488,15.6764467375476,1,109,"stim_II/II_A_109.png"
-41.2942484601082,17.4241424126872,1,110,"stim_II/II_A_110.png"
-17.4337510938649,43.3847889883105,1,111,"stim_II/II_A_111.png"
-15.6758326896276,31.7858872210455,1,112,"stim_II/II_A_112.png"
-63.3169352072916,1.98147737708649,1,113,"stim_II/II_A_113.png"
4.23908895460037,36.1284228355155,1,114,"stim_II/II_A_114.png"
-36.0761835890918,17.453848276394,1,115,"stim_II/II_A_115.png"
-29.7947261522571,13.7224533379312,1,116,"stim_II/II_A_116.png"
23.3921389082551,38.8944595611774,1,117,"stim_II/II_A_117.png"
13.8760339591383,60.2974687410593,1,118,"stim_II/II_A_118.png"
-41.1966062911621,10.9961643813783,1,119,"stim_II/II_A_119.png"
-65.5242896376796,26.3773662613289,1,120,"stim_II/II_A_120.png"
-6.3962691921764,35.5937687410903,1,121,"stim_II/II_A_121.png"
-10.3261005825572,68.135650380666,1,122,"stim_II/II_A_122.png"
-33.6284812628294,-2.50857116756009,1,123,"stim_II/II_A_123.png"
-37.8543427431618,30.2939505891442,1,124,"stim_II/II_A_124.png"
21.1535352253506,57.8057149615832,1,125,"stim_II/II_A_125.png"
-17.4248165386496,47.7417861594543,1,126,"stim_II/II_A_126.png"
1.49945064613367,65.2681689843685,1,127,"stim_II/II_A_127.png"
-48.3783844793625,34.7405027737945,1,128,"stim_II/II_A_128.png"
-31.5583866210899,42.1590568716306,1,129,"stim_II/II_A_129.png"
-55.4125471145118,-14.1501621454239,1,130,"stim_II/II_A_130.png"
-39.8817737693283,2.19896660596821,1,131,"stim_II/II_A_131.png"
-8.57705597636063,29.3631354822024,1,132,"stim_II/II_A_132.png"
-43.0505508176456,16.7288264065302,1,133,"stim_II/II_A_133.png"
-53.2402552449332,6.79185658215808,1,134,"stim_II/II_A_134.png"
-16.1796464350313,27.5707844573982,1,135,"stim_II/II_A_135.png"
-25.5790377911125,19.9434660334256,1,136,"stim_II/II_A_136.png"
-27.0327880347713,74.6732399367122,1,137,"stim_II/II_A_137.png"
-83.7723412049821,11.8137915241579,1,138,"stim_II/II_A_138.png"
-53.9782579065197,31.390221390543,1,139,"stim_II/II_A_139.png"
-32.4036213201694,38.587170297474,1,140,"stim_II/II_A_140.png"
